state_clean,district_clean,date,total_biometric
Mizoram,Serchhip,2025-05,471
Mizoram,Serchhip,2025-06,315
Mizoram,Serchhip,2025-07,422
Mizoram,Serchhip,2025-09,514
Mizoram,Serchhip,2025-10,208
Mizoram,Serchhip,2025-11,186
Mizoram,Serchhip,2025-12,190
Nagaland,Chumukedima,2025-04,90
Nagaland,Chumukedima,2025-05,138
Nagaland,Chumukedima,2025-06,139
Nagaland,Chumukedima,2025-07,107
Nagaland,Chumukedima,2025-09,30
Nagaland,Chumukedima,2025-10,32
Nagaland,Chumukedima,2025-11,33
Nagaland,Chumukedima,2025-12,75
Nagaland,Dimapur,2025-03,3495
Nagaland,Dimapur,2025-04,2995
Nagaland,Dimapur,2025-05,2642
Nagaland,Dimapur,2025-06,2598
Nagaland,Dimapur,2025-07,2807
Nagaland,Dimapur,2025-09,1955
Nagaland,Dimapur,2025-10,1981
Nagaland,Dimapur,2025-11,3046
Nagaland,Dimapur,2025-12,3527
Nagaland,Kiphire,2025-03,561
Nagaland,Kiphire,2025-04,709
Nagaland,Kiphire,2025-05,739
Nagaland,Kiphire,2025-06,399
Nagaland,Kiphire,2025-07,480
Nagaland,Kiphire,2025-09,440
Nagaland,Kiphire,2025-10,472
Nagaland,Kiphire,2025-11,267
Nagaland,Kiphire,2025-12,243
Nagaland,Kohima,2025-03,2097
Nagaland,Kohima,2025-04,1761
Nagaland,Kohima,2025-05,1806
Nagaland,Kohima,2025-06,1468
Nagaland,Kohima,2025-07,2066
Nagaland,Kohima,2025-09,1566
Nagaland,Kohima,2025-10,1229
Nagaland,Kohima,2025-11,914
Nagaland,Kohima,2025-12,927
Nagaland,Longleng,2025-03,496
Nagaland,Longleng,2025-04,351
Nagaland,Longleng,2025-05,263
Nagaland,Longleng,2025-06,475
Nagaland,Longleng,2025-07,483
Nagaland,Longleng,2025-09,192
Nagaland,Longleng,2025-10,119
Nagaland,Longleng,2025-11,100
Nagaland,Longleng,2025-12,187
Nagaland,Meluri,2025-09,115
Nagaland,Meluri,2025-10,74
Nagaland,Meluri,2025-11,380
Nagaland,Meluri,2025-12,287
Nagaland,Mokokchung,2025-03,694
Nagaland,Mokokchung,2025-04,1183
Nagaland,Mokokchung,2025-05,1401
Nagaland,Mokokchung,2025-06,905
Nagaland,Mokokchung,2025-07,1029
Nagaland,Mokokchung,2025-09,1073
Nagaland,Mokokchung,2025-10,786
Nagaland,Mokokchung,2025-11,740
Nagaland,Mokokchung,2025-12,582
Nagaland,Mon,2025-03,1841
Nagaland,Mon,2025-04,1734
Nagaland,Mon,2025-05,1384
Nagaland,Mon,2025-06,1572
Nagaland,Mon,2025-07,2127
Nagaland,Mon,2025-09,1045
Nagaland,Mon,2025-10,1578
Nagaland,Mon,2025-11,1704
Nagaland,Mon,2025-12,850
Nagaland,Niuland,2025-03,60
Nagaland,Niuland,2025-04,88
Nagaland,Niuland,2025-05,44
Nagaland,Niuland,2025-09,21
Nagaland,Niuland,2025-10,26
Nagaland,Niuland,2025-11,13
Nagaland,Niuland,2025-12,32
Nagaland,Noklak,2025-03,75
Nagaland,Noklak,2025-04,95
Nagaland,Noklak,2025-05,123
Nagaland,Noklak,2025-06,102
Nagaland,Noklak,2025-07,97
Nagaland,Noklak,2025-09,55
Nagaland,Noklak,2025-10,68
Nagaland,Noklak,2025-11,47
Nagaland,Noklak,2025-12,59
Nagaland,Peren,2025-03,744
Nagaland,Peren,2025-04,653
Nagaland,Peren,2025-05,710
Nagaland,Peren,2025-06,505
Nagaland,Peren,2025-07,438
Nagaland,Peren,2025-09,373
Nagaland,Peren,2025-10,441
Nagaland,Peren,2025-11,290
Nagaland,Peren,2025-12,293
Nagaland,Phek,2025-03,1634
Nagaland,Phek,2025-04,1651
Nagaland,Phek,2025-05,1248
Nagaland,Phek,2025-06,679
Nagaland,Phek,2025-07,1035
Nagaland,Phek,2025-09,720
Nagaland,Phek,2025-10,667
Nagaland,Phek,2025-11,436
Nagaland,Phek,2025-12,557
Nagaland,Shamator,2025-07,67
Nagaland,Shamator,2025-09,44
Nagaland,Shamator,2025-10,16
Nagaland,Shamator,2025-11,8
Nagaland,Shamator,2025-12,32
Nagaland,Tseminyu,2025-03,59
Nagaland,Tseminyu,2025-05,74
Nagaland,Tseminyu,2025-09,6
Nagaland,Tseminyu,2025-10,18
Nagaland,Tseminyu,2025-11,12
Nagaland,Tseminyu,2025-12,16
Nagaland,Tuensang,2025-03,1078
Nagaland,Tuensang,2025-04,1162
Nagaland,Tuensang,2025-05,1649
Nagaland,Tuensang,2025-06,1187
Nagaland,Tuensang,2025-07,1293
Nagaland,Tuensang,2025-09,653
Nagaland,Tuensang,2025-10,1051
Nagaland,Tuensang,2025-11,752
Nagaland,Tuensang,2025-12,781
Nagaland,Wokha,2025-03,1392
Nagaland,Wokha,2025-04,1064
Nagaland,Wokha,2025-05,936
Nagaland,Wokha,2025-06,733
Nagaland,Wokha,2025-07,917
Nagaland,Wokha,2025-09,442
Nagaland,Wokha,2025-10,576
Nagaland,Wokha,2025-11,349
Nagaland,Wokha,2025-12,481
Nagaland,Zunheboto,2025-03,1667
Nagaland,Zunheboto,2025-04,1332
Nagaland,Zunheboto,2025-05,1010
Nagaland,Zunheboto,2025-06,563
Nagaland,Zunheboto,2025-07,918
Nagaland,Zunheboto,2025-09,652
Nagaland,Zunheboto,2025-10,504
Nagaland,Zunheboto,2025-11,563
Nagaland,Zunheboto,2025-12,551
Odisha,Angul,2025-03,7814
Odisha,Angul,2025-04,6903
Odisha,Angul,2025-05,8156
Odisha,Angul,2025-06,7967
Odisha,Angul,2025-07,8150
Odisha,Angul,2025-09,7416
Odisha,Angul,2025-10,6499
Odisha,Angul,2025-11,5076
Odisha,Angul,2025-12,6946
Odisha,Anugal,2025-10,2
Odisha,Anugal,2025-11,2
Odisha,Balangir,2025-03,14605
Odisha,Balangir,2025-04,12183
Odisha,Balangir,2025-05,11952
Odisha,Balangir,2025-06,12002
Odisha,Balangir,2025-07,13767
Odisha,Balangir,2025-09,8523
Odisha,Balangir,2025-10,8724
Odisha,Balangir,2025-11,8111
Odisha,Balangir,2025-12,9123
Odisha,Baleshwar,2025-03,15581
Odisha,Baleshwar,2025-04,15669
Odisha,Baleshwar,2025-05,16192
Odisha,Baleshwar,2025-06,12420
Odisha,Baleshwar,2025-07,13383
Odisha,Baleshwar,2025-09,12345
Odisha,Baleshwar,2025-10,13965
Odisha,Baleshwar,2025-11,14015
Odisha,Baleshwar,2025-12,13493
Odisha,Bargarh,2025-03,11411
Odisha,Bargarh,2025-04,8120
Odisha,Bargarh,2025-05,8701
Odisha,Bargarh,2025-06,9023
Odisha,Bargarh,2025-07,10535
Odisha,Bargarh,2025-09,7834
Odisha,Bargarh,2025-10,8564
Odisha,Bargarh,2025-11,8054
Odisha,Bargarh,2025-12,7966
Odisha,Baudh,2025-03,922
Odisha,Baudh,2025-04,716
Odisha,Baudh,2025-05,456
Odisha,Baudh,2025-06,394
Odisha,Baudh,2025-07,482
Odisha,Baudh,2025-09,471
Odisha,Baudh,2025-10,408
Odisha,Baudh,2025-11,367
Odisha,Baudh,2025-12,500
Odisha,Bhadrak,2025-03,11401
Odisha,Bhadrak,2025-04,12008
Odisha,Bhadrak,2025-05,10294
Odisha,Bhadrak,2025-06,8868
Odisha,Bhadrak,2025-07,18435
Odisha,Bhadrak,2025-09,10632
Odisha,Bhadrak,2025-10,7545
Odisha,Bhadrak,2025-11,8444
Odisha,Bhadrak,2025-12,8468
Odisha,Boudh,2025-03,3394
Odisha,Boudh,2025-04,3115
Odisha,Boudh,2025-05,2516
Odisha,Boudh,2025-06,2146
Odisha,Boudh,2025-07,2470
Odisha,Boudh,2025-09,2544
Odisha,Boudh,2025-10,2894
Odisha,Boudh,2025-11,2221
Odisha,Boudh,2025-12,2419
Odisha,Cuttack,2025-03,17114
Odisha,Cuttack,2025-04,16132
Odisha,Cuttack,2025-05,17855
Odisha,Cuttack,2025-06,15142
Odisha,Cuttack,2025-07,24905
Odisha,Cuttack,2025-09,12265
Odisha,Cuttack,2025-10,9875
Odisha,Cuttack,2025-11,11618
Odisha,Cuttack,2025-12,13770
Odisha,Debagarh,2025-03,1995
Odisha,Debagarh,2025-04,1874
Odisha,Debagarh,2025-05,2151
Odisha,Debagarh,2025-06,2073
Odisha,Debagarh,2025-07,1632
Odisha,Debagarh,2025-09,1397
Odisha,Debagarh,2025-10,1788
Odisha,Debagarh,2025-11,1546
Odisha,Debagarh,2025-12,1620
Odisha,Dhenkanal,2025-03,11808
Odisha,Dhenkanal,2025-04,10504
Odisha,Dhenkanal,2025-05,9127
Odisha,Dhenkanal,2025-06,7835
Odisha,Dhenkanal,2025-07,10423
Odisha,Dhenkanal,2025-09,6715
Odisha,Dhenkanal,2025-10,6449
Odisha,Dhenkanal,2025-11,6066
Odisha,Dhenkanal,2025-12,7214
Odisha,Gajapati,2025-03,9639
Odisha,Gajapati,2025-04,7463
Odisha,Gajapati,2025-05,7041
Odisha,Gajapati,2025-06,6997
Odisha,Gajapati,2025-07,6138
Odisha,Gajapati,2025-09,4862
Odisha,Gajapati,2025-10,5808
Odisha,Gajapati,2025-11,5793
Odisha,Gajapati,2025-12,4144
Odisha,Ganjam,2025-03,24082
Odisha,Ganjam,2025-04,21964
Odisha,Ganjam,2025-05,25848
Odisha,Ganjam,2025-06,23584
Odisha,Ganjam,2025-07,22284
Odisha,Ganjam,2025-09,13460
Odisha,Ganjam,2025-10,13833
Odisha,Ganjam,2025-11,16863
Odisha,Ganjam,2025-12,23032
Odisha,Jagatsinghapur,2025-03,6946
Odisha,Jagatsinghapur,2025-04,6167
Odisha,Jagatsinghapur,2025-05,6341
Odisha,Jagatsinghapur,2025-06,5076
Odisha,Jagatsinghapur,2025-07,6919
Odisha,Jagatsinghapur,2025-09,5911
Odisha,Jagatsinghapur,2025-10,6456
Odisha,Jagatsinghapur,2025-11,7751
Odisha,Jagatsinghapur,2025-12,7412
Odisha,Jajapur,2025-03,12849
Odisha,Jajapur,2025-04,11719
Odisha,Jajapur,2025-05,11922
Odisha,Jajapur,2025-06,10445
Odisha,Jajapur,2025-07,15890
Odisha,Jajapur,2025-09,8715
Odisha,Jajapur,2025-10,6862
Odisha,Jajapur,2025-11,7650
Odisha,Jajapur,2025-12,9411
Odisha,Jharsuguda,2025-03,3273
Odisha,Jharsuguda,2025-04,2756
Odisha,Jharsuguda,2025-05,2819
Odisha,Jharsuguda,2025-06,2854
Odisha,Jharsuguda,2025-07,2847
Odisha,Jharsuguda,2025-09,2236
Odisha,Jharsuguda,2025-10,2347
Odisha,Jharsuguda,2025-11,2762
Odisha,Jharsuguda,2025-12,3264
Odisha,Kalahandi,2025-03,16781
Odisha,Kalahandi,2025-04,12354
Odisha,Kalahandi,2025-05,10243
Odisha,Kalahandi,2025-06,9607
Odisha,Kalahandi,2025-07,13036
Odisha,Kalahandi,2025-09,9074
Odisha,Kalahandi,2025-10,7718
Odisha,Kalahandi,2025-11,6399
Odisha,Kalahandi,2025-12,8285
Odisha,Kandhamal,2025-03,10483
Odisha,Kandhamal,2025-04,7535
Odisha,Kandhamal,2025-05,6437
Odisha,Kandhamal,2025-06,6165
Odisha,Kandhamal,2025-07,7426
Odisha,Kandhamal,2025-09,5523
Odisha,Kandhamal,2025-10,5047
Odisha,Kandhamal,2025-11,4749
Odisha,Kandhamal,2025-12,5607
Odisha,Kendrapara,2025-03,11283
Odisha,Kendrapara,2025-04,9678
Odisha,Kendrapara,2025-05,9026
Odisha,Kendrapara,2025-06,7575
Odisha,Kendrapara,2025-07,9440
Odisha,Kendrapara,2025-09,7160
Odisha,Kendrapara,2025-10,6819
Odisha,Kendrapara,2025-11,7707
Odisha,Kendrapara,2025-12,8506
Odisha,Kendujhar,2025-03,17735
Odisha,Kendujhar,2025-04,13120
Odisha,Kendujhar,2025-05,15026
Odisha,Kendujhar,2025-06,10262
Odisha,Kendujhar,2025-07,10169
Odisha,Kendujhar,2025-09,8565
Odisha,Kendujhar,2025-10,7951
Odisha,Kendujhar,2025-11,7616
Odisha,Kendujhar,2025-12,9983
Odisha,Khordha,2025-03,14667
Odisha,Khordha,2025-04,15044
Odisha,Khordha,2025-05,13553
Odisha,Khordha,2025-06,10976
Odisha,Khordha,2025-07,16829
Odisha,Khordha,2025-09,10520
Odisha,Khordha,2025-10,8867
Odisha,Khordha,2025-11,11393
Odisha,Khordha,2025-12,12957
Odisha,Koraput,2025-03,20387
Odisha,Koraput,2025-04,11921
Odisha,Koraput,2025-05,10316
Odisha,Koraput,2025-06,12213
Odisha,Koraput,2025-07,15674
Odisha,Koraput,2025-09,11868
Odisha,Koraput,2025-10,7474
Odisha,Koraput,2025-11,6480
Odisha,Koraput,2025-12,7724
Odisha,Malkangiri,2025-03,9949
Odisha,Malkangiri,2025-04,5919
Odisha,Malkangiri,2025-05,5011
Odisha,Malkangiri,2025-06,5479
Odisha,Malkangiri,2025-07,5938
Odisha,Malkangiri,2025-09,3662
Odisha,Malkangiri,2025-10,4515
Odisha,Malkangiri,2025-11,3801
Odisha,Malkangiri,2025-12,3128
Odisha,Mayurbhanj,2025-03,22657
Odisha,Mayurbhanj,2025-04,21164
Odisha,Mayurbhanj,2025-05,21017
Odisha,Mayurbhanj,2025-06,19033
Odisha,Mayurbhanj,2025-07,16642
Odisha,Mayurbhanj,2025-09,11776
Odisha,Mayurbhanj,2025-10,12896
Odisha,Mayurbhanj,2025-11,14820
Odisha,Mayurbhanj,2025-12,14665
Odisha,Nabarangapur,2025-03,14593
Odisha,Nabarangapur,2025-04,12997
Odisha,Nabarangapur,2025-05,11396
Odisha,Nabarangapur,2025-06,10840
Odisha,Nabarangapur,2025-07,13000
Odisha,Nabarangapur,2025-09,8999
Odisha,Nabarangapur,2025-10,6478
Odisha,Nabarangapur,2025-11,5385
Odisha,Nabarangapur,2025-12,5896
Odisha,Nayagarh,2025-03,8123
Odisha,Nayagarh,2025-04,7379
Odisha,Nayagarh,2025-05,7477
Odisha,Nayagarh,2025-06,6812
Odisha,Nayagarh,2025-07,9453
Odisha,Nayagarh,2025-09,6719
Odisha,Nayagarh,2025-10,4904
Odisha,Nayagarh,2025-11,5186
Odisha,Nayagarh,2025-12,5096
Odisha,Nuapada,2025-03,5818
Odisha,Nuapada,2025-04,4970
Odisha,Nuapada,2025-05,4425
Odisha,Nuapada,2025-06,5489
Odisha,Nuapada,2025-07,7553
Odisha,Nuapada,2025-09,6096
Odisha,Nuapada,2025-10,4288
Odisha,Nuapada,2025-11,3054
Odisha,Nuapada,2025-12,4625
Odisha,Puri,2025-03,10221
Odisha,Puri,2025-04,9068
Odisha,Puri,2025-05,8826
Odisha,Puri,2025-06,6681
Odisha,Puri,2025-07,8955
Odisha,Puri,2025-09,6818
Odisha,Puri,2025-10,5829
Odisha,Puri,2025-11,7835
Odisha,Puri,2025-12,9584
Odisha,Rayagada,2025-03,8948
Odisha,Rayagada,2025-04,6960
Odisha,Rayagada,2025-05,6475
Odisha,Rayagada,2025-06,7974
Odisha,Rayagada,2025-07,8421
Odisha,Rayagada,2025-09,5284
Odisha,Rayagada,2025-10,4898
Odisha,Rayagada,2025-11,5263
Odisha,Rayagada,2025-12,5403
Odisha,Sambalpur,2025-03,7311
Odisha,Sambalpur,2025-04,5668
Odisha,Sambalpur,2025-05,5966
Odisha,Sambalpur,2025-06,6627
Odisha,Sambalpur,2025-07,6184
Odisha,Sambalpur,2025-09,4417
Odisha,Sambalpur,2025-10,4836
Odisha,Sambalpur,2025-11,4872
Odisha,Sambalpur,2025-12,5680
Odisha,Solapur,2025-03,3454
Odisha,Solapur,2025-04,3072
Odisha,Solapur,2025-05,3164
Odisha,Solapur,2025-06,3002
Odisha,Solapur,2025-07,3228
Odisha,Solapur,2025-09,2450
Odisha,Solapur,2025-10,2550
Odisha,Solapur,2025-11,2913
Odisha,Solapur,2025-12,2096
Odisha,Subarnapur,2025-03,1147
Odisha,Subarnapur,2025-04,784
Odisha,Subarnapur,2025-05,794
Odisha,Subarnapur,2025-06,756
Odisha,Subarnapur,2025-07,917
Odisha,Subarnapur,2025-09,629
Odisha,Subarnapur,2025-10,473
Odisha,Subarnapur,2025-11,520
Odisha,Subarnapur,2025-12,441
Odisha,Sundergarh,2025-03,15646
Odisha,Sundergarh,2025-04,12722
Odisha,Sundergarh,2025-05,14913
Odisha,Sundergarh,2025-06,15764
Odisha,Sundergarh,2025-07,14183
Odisha,Sundergarh,2025-09,9006
Odisha,Sundergarh,2025-10,8029
Odisha,Sundergarh,2025-11,8057
Odisha,Sundergarh,2025-12,10900
Puducherry,Cuddalore,2025-09,2
Puducherry,Cuddalore,2025-10,2
Puducherry,Cuddalore,2025-11,2
Puducherry,Karaikal,2025-03,1333
Puducherry,Karaikal,2025-04,1261
Puducherry,Karaikal,2025-05,1420
Puducherry,Karaikal,2025-06,1321
Puducherry,Karaikal,2025-07,1728
Puducherry,Karaikal,2025-09,3383
Puducherry,Karaikal,2025-10,1142
Puducherry,Karaikal,2025-11,2310
Puducherry,Karaikal,2025-12,1917
Puducherry,Pondicherry,2025-03,2277
Puducherry,Pondicherry,2025-04,2026
Puducherry,Pondicherry,2025-05,2310
Puducherry,Pondicherry,2025-06,2364
Puducherry,Pondicherry,2025-07,2719
Puducherry,Pondicherry,2025-09,4353
Puducherry,Pondicherry,2025-10,1980
Puducherry,Pondicherry,2025-11,3462
Puducherry,Pondicherry,2025-12,2740
Puducherry,Puducherry,2025-03,2318
Puducherry,Puducherry,2025-04,2355
Puducherry,Puducherry,2025-05,2889
Puducherry,Puducherry,2025-06,2877
Puducherry,Puducherry,2025-07,3558
Puducherry,Puducherry,2025-09,4995
Puducherry,Puducherry,2025-10,2200
Puducherry,Puducherry,2025-11,3358
Puducherry,Puducherry,2025-12,3704
Puducherry,Villupuram,2025-09,2
Puducherry,Villupuram,2025-10,2
Puducherry,Villupuram,2025-11,3
Puducherry,Villupuram,2025-12,1
Puducherry,Yanam,2025-09,99
Puducherry,Yanam,2025-10,37
Puducherry,Yanam,2025-11,33
Puducherry,Yanam,2025-12,40
Punjab,Amritsar,2025-03,24073
Punjab,Amritsar,2025-04,21794
Punjab,Amritsar,2025-05,17489
Punjab,Amritsar,2025-06,19399
Punjab,Amritsar,2025-07,23947
Punjab,Amritsar,2025-09,12598
Punjab,Amritsar,2025-10,8620
Punjab,Amritsar,2025-11,10720
Punjab,Amritsar,2025-12,15007
Punjab,Barnala,2025-03,4712
Punjab,Barnala,2025-04,3763
Punjab,Barnala,2025-05,3838
Punjab,Barnala,2025-06,4672
Punjab,Barnala,2025-07,5227
Punjab,Barnala,2025-09,2401
Punjab,Barnala,2025-10,3014
Punjab,Barnala,2025-11,3305
Punjab,Barnala,2025-12,4250
Punjab,Bathinda,2025-03,14386
Punjab,Bathinda,2025-04,10599
Punjab,Bathinda,2025-05,9469
Punjab,Bathinda,2025-06,12518
Punjab,Bathinda,2025-07,13724
Punjab,Bathinda,2025-09,8644
Punjab,Bathinda,2025-10,6312
Punjab,Bathinda,2025-11,8086
Punjab,Bathinda,2025-12,12000
Punjab,Faridkot,2025-03,6355
Punjab,Faridkot,2025-04,4890
Punjab,Faridkot,2025-05,4584
Punjab,Faridkot,2025-06,4828
Punjab,Faridkot,2025-07,4833
Punjab,Faridkot,2025-09,3048
Punjab,Faridkot,2025-10,2306
Punjab,Faridkot,2025-11,3456
Punjab,Faridkot,2025-12,4410
Punjab,Fatehgarh Sahib,2025-03,4767
Punjab,Fatehgarh Sahib,2025-04,3868
Punjab,Fatehgarh Sahib,2025-05,3814
Punjab,Fatehgarh Sahib,2025-06,4587
Punjab,Fatehgarh Sahib,2025-07,5915
Punjab,Fatehgarh Sahib,2025-09,3003
Punjab,Fatehgarh Sahib,2025-10,2363
Punjab,Fatehgarh Sahib,2025-11,3915
Punjab,Fatehgarh Sahib,2025-12,4617
Punjab,Fazilka,2025-03,8781
Punjab,Fazilka,2025-04,6919
Punjab,Fazilka,2025-05,6515
Punjab,Fazilka,2025-06,9259
Punjab,Fazilka,2025-07,8947
Punjab,Fazilka,2025-09,5580
Punjab,Fazilka,2025-10,4044
Punjab,Fazilka,2025-11,3986
Punjab,Fazilka,2025-12,6556
Punjab,Ferozepur,2025-03,9900
Punjab,Ferozepur,2025-04,6755
Punjab,Ferozepur,2025-05,5190
Punjab,Ferozepur,2025-06,6220
Punjab,Ferozepur,2025-07,8951
Punjab,Ferozepur,2025-09,4648
Punjab,Ferozepur,2025-10,2865
Punjab,Ferozepur,2025-11,4777
Punjab,Ferozepur,2025-12,5409
Punjab,Firozpur,2025-03,2106
Punjab,Firozpur,2025-04,1263
Punjab,Firozpur,2025-05,411
Punjab,Firozpur,2025-06,1399
Punjab,Firozpur,2025-07,1641
Punjab,Firozpur,2025-09,1296
Punjab,Firozpur,2025-10,747
Punjab,Firozpur,2025-11,971
Punjab,Firozpur,2025-12,1411
Punjab,Gurdaspur,2025-03,17470
Punjab,Gurdaspur,2025-04,15370
Punjab,Gurdaspur,2025-05,12565
Punjab,Gurdaspur,2025-06,15927
Punjab,Gurdaspur,2025-07,22564
Punjab,Gurdaspur,2025-09,10592
Punjab,Gurdaspur,2025-10,6342
Punjab,Gurdaspur,2025-11,7115
Punjab,Gurdaspur,2025-12,10067
Punjab,Hoshiarpur,2025-03,13349
Punjab,Hoshiarpur,2025-04,11234
Punjab,Hoshiarpur,2025-05,10435
Punjab,Hoshiarpur,2025-06,13496
Punjab,Hoshiarpur,2025-07,15197
Punjab,Hoshiarpur,2025-09,7448
Punjab,Hoshiarpur,2025-10,4219
Punjab,Hoshiarpur,2025-11,6193
Punjab,Hoshiarpur,2025-12,10255
Punjab,Jalandhar,2025-03,23895
Punjab,Jalandhar,2025-04,18684
Punjab,Jalandhar,2025-05,16526
Punjab,Jalandhar,2025-06,16293
Punjab,Jalandhar,2025-07,20437
Punjab,Jalandhar,2025-09,10002
Punjab,Jalandhar,2025-10,6406
Punjab,Jalandhar,2025-11,10959
Punjab,Jalandhar,2025-12,16713
Punjab,Kapurthala,2025-03,8647
Punjab,Kapurthala,2025-04,7417
Punjab,Kapurthala,2025-05,6905
Punjab,Kapurthala,2025-06,6713
Punjab,Kapurthala,2025-07,7729
Punjab,Kapurthala,2025-09,3386
Punjab,Kapurthala,2025-10,2383
Punjab,Kapurthala,2025-11,3699
Punjab,Kapurthala,2025-12,6557
Punjab,Ludhiana,2025-03,29186
Punjab,Ludhiana,2025-04,24426
Punjab,Ludhiana,2025-05,23363
Punjab,Ludhiana,2025-06,22549
Punjab,Ludhiana,2025-07,30376
Punjab,Ludhiana,2025-09,13985
Punjab,Ludhiana,2025-10,10005
Punjab,Ludhiana,2025-11,15227
Punjab,Ludhiana,2025-12,19232
Punjab,Malerkotla,2025-03,1470
Punjab,Malerkotla,2025-04,1408
Punjab,Malerkotla,2025-05,1942
Punjab,Malerkotla,2025-06,1589
Punjab,Malerkotla,2025-07,2872
Punjab,Malerkotla,2025-09,1214
Punjab,Malerkotla,2025-10,632
Punjab,Malerkotla,2025-11,1058
Punjab,Malerkotla,2025-12,1325
Punjab,Mansa,2025-03,10221
Punjab,Mansa,2025-04,6667
Punjab,Mansa,2025-05,7009
Punjab,Mansa,2025-06,7428
Punjab,Mansa,2025-07,8105
Punjab,Mansa,2025-09,4723
Punjab,Mansa,2025-10,3751
Punjab,Mansa,2025-11,4883
Punjab,Mansa,2025-12,5458
Punjab,Moga,2025-03,8759
Punjab,Moga,2025-04,7730
Punjab,Moga,2025-05,7616
Punjab,Moga,2025-06,8060
Punjab,Moga,2025-07,9208
Punjab,Moga,2025-09,4733
Punjab,Moga,2025-10,4217
Punjab,Moga,2025-11,4019
Punjab,Moga,2025-12,6220
Punjab,Muktsar,2025-03,1208
Punjab,Muktsar,2025-04,1115
Punjab,Muktsar,2025-05,829
Punjab,Muktsar,2025-06,1030
Punjab,Muktsar,2025-07,1173
Punjab,Muktsar,2025-09,847
Punjab,Muktsar,2025-10,649
Punjab,Muktsar,2025-11,742
Punjab,Muktsar,2025-12,1154
Punjab,Nawanshahr,2025-07,145
Punjab,Nawanshahr,2025-09,905
Punjab,Nawanshahr,2025-10,746
Punjab,Nawanshahr,2025-11,997
Punjab,Nawanshahr,2025-12,1232
Punjab,Pathankot,2025-03,3141
Punjab,Pathankot,2025-04,2678
Punjab,Pathankot,2025-05,2507
Punjab,Pathankot,2025-06,3344
Punjab,Pathankot,2025-07,5227
Punjab,Pathankot,2025-09,2378
Punjab,Pathankot,2025-10,1794
Punjab,Pathankot,2025-11,2264
Punjab,Pathankot,2025-12,2948
Punjab,Patiala,2025-03,16059
Punjab,Patiala,2025-04,13065
Punjab,Patiala,2025-05,15095
Punjab,Patiala,2025-06,17517
Punjab,Patiala,2025-07,20946
Punjab,Patiala,2025-09,8365
Punjab,Patiala,2025-10,6091
Punjab,Patiala,2025-11,9133
Punjab,Patiala,2025-12,11505
Punjab,Rupnagar,2025-03,5747
Punjab,Rupnagar,2025-04,5274
Punjab,Rupnagar,2025-05,5129
Punjab,Rupnagar,2025-06,6352
Punjab,Rupnagar,2025-07,8082
Punjab,Rupnagar,2025-09,3605
Punjab,Rupnagar,2025-10,2170
Punjab,Rupnagar,2025-11,3182
Punjab,Rupnagar,2025-12,5358
Punjab,SAS Nagar (Mohali),2025-03,7548
Punjab,SAS Nagar (Mohali),2025-04,6526
Punjab,SAS Nagar (Mohali),2025-05,6184
Punjab,SAS Nagar (Mohali),2025-06,7208
Punjab,SAS Nagar (Mohali),2025-07,14221
Punjab,SAS Nagar (Mohali),2025-09,4879
Punjab,SAS Nagar (Mohali),2025-10,3556
Punjab,SAS Nagar (Mohali),2025-11,4391
Punjab,SAS Nagar (Mohali),2025-12,5082
Punjab,Sangrur,2025-03,10874
Punjab,Sangrur,2025-04,8797
Punjab,Sangrur,2025-05,9053
Punjab,Sangrur,2025-06,9517
Punjab,Sangrur,2025-07,13508
Punjab,Sangrur,2025-09,6665
Punjab,Sangrur,2025-10,5122
Punjab,Sangrur,2025-11,7395
Punjab,Sangrur,2025-12,10071
Punjab,Shaheed Bhagat Singh Nagar,2025-03,3635
Punjab,Shaheed Bhagat Singh Nagar,2025-04,3339
Punjab,Shaheed Bhagat Singh Nagar,2025-05,3664
Punjab,Shaheed Bhagat Singh Nagar,2025-06,3783
Punjab,Shaheed Bhagat Singh Nagar,2025-07,5036
Punjab,Shaheed Bhagat Singh Nagar,2025-09,2389
Punjab,Shaheed Bhagat Singh Nagar,2025-10,1619
Punjab,Shaheed Bhagat Singh Nagar,2025-11,2373
Punjab,Shaheed Bhagat Singh Nagar,2025-12,4093
Punjab,Sri Muktsar Sahib,2025-03,9773
Punjab,Sri Muktsar Sahib,2025-04,7404
Punjab,Sri Muktsar Sahib,2025-05,5158
Punjab,Sri Muktsar Sahib,2025-06,7661
Punjab,Sri Muktsar Sahib,2025-07,7744
Punjab,Sri Muktsar Sahib,2025-09,3804
Punjab,Sri Muktsar Sahib,2025-10,3446
Punjab,Sri Muktsar Sahib,2025-11,4161
Punjab,Sri Muktsar Sahib,2025-12,6148
Punjab,Tarn Taran,2025-03,14508
Punjab,Tarn Taran,2025-04,11578
Punjab,Tarn Taran,2025-05,9218
Punjab,Tarn Taran,2025-06,10156
Punjab,Tarn Taran,2025-07,11962
Punjab,Tarn Taran,2025-09,6492
Punjab,Tarn Taran,2025-10,3715
Punjab,Tarn Taran,2025-11,4731
Punjab,Tarn Taran,2025-12,7402
Rajasthan,Ajmer,2025-03,13570
Rajasthan,Ajmer,2025-04,13174
Rajasthan,Ajmer,2025-05,11234
Rajasthan,Ajmer,2025-06,14462
Rajasthan,Ajmer,2025-07,22352
Rajasthan,Ajmer,2025-09,25753
Rajasthan,Ajmer,2025-10,6615
